Name,BaseSalary,HRPercent,TRPercent,OtherPercent,PFPercent,ITPercent
Sarah Doe,43604,18,16,13,12,3
Laura Wilson,92985,18,11,5,9,6
Laura Taylor,69297,13,13,15,15,4
Anna Doe,62577,13,20,15,9,3
David Johnson,67712,17,10,10,9,3
Chris Johnson,81848,24,15,6,13,4
David Wilson,62138,11,15,8,8,6
David Smith,98491,10,15,7,12,4
John Doe,87858,16,12,9,12,6
Jane Doe,63052,14,11,14,14,8
John Taylor,101147,23,10,11,9,4
Alex Jones,74004,13,11,7,13,7
Laura Davis,107507,10,15,6,13,8
Chris Jones,49477,15,15,13,8,7
Anna Miller,50601,19,20,12,15,5
David Wilson,77283,25,20,8,15,4
Alex Wilson,63531,14,20,10,8,8
Michael Williams,73713,19,13,15,15,8
David Brown,52430,18,15,10,15,3
Sarah Johnson,76136,15,15,5,8,6
Alex Smith,40197,14,15,7,9,6
Anna Johnson,42501,10,14,7,9,6
Emily Taylor,111140,12,18,11,10,4
Emily Smith,78865,10,20,13,10,6
John Davis,56363,15,18,12,10,6
Anna Doe,94176,19,18,15,9,4
John Brown,82978,24,16,9,9,6
Alex Davis,56715,19,13,12,15,7
Emily Williams,60736,14,10,8,11,5
Anna Johnson,86646,15,16,14,14,5
Anna Johnson,63817,14,12,12,9,4
David Smith,106803,17,14,13,11,4
Michael Williams,48137,17,12,8,12,4
David Williams,107364,11,15,7,12,7
Anna Miller,77579,14,16,6,8,8
John Brown,117493,23,18,14,8,4
Sarah Davis,62893,22,16,15,11,5
Sarah Jones,82659,23,15,14,11,8
Anna Brown,61867,19,14,9,12,4
David Brown,45532,11,12,10,8,6
John Davis,119439,21,17,13,15,8
David Miller,113609,22,20,8,14,8
Jane Williams,78605,13,12,8,8,8
Alex Miller,79572,11,18,9,11,8
Chris Williams,98099,23,10,5,13,7
Emily Smith,93902,23,18,5,13,4
Sarah Wilson,45500,17,16,15,12,3
Chris Doe,87229,12,17,6,12,7
David Davis,117455,25,18,5,13,5
Michael Johnson,74009,12,13,6,10,4
Sarah Johnson,68722,25,19,15,15,6
Chris Davis,53139,11,15,11,11,6
Chris Davis,63451,22,14,14,13,5
Sarah Wilson,76582,16,12,12,14,7
Jane Johnson,86015,12,12,9,11,7
Alex Williams,117444,24,12,12,10,5
Anna Miller,118680,13,19,13,14,8
Jane Jones,52895,25,15,12,14,4
Chris Smith,89838,16,14,15,13,6
Jane Jones,51487,24,16,9,8,5
Emily Jones,71268,22,14,14,10,7
Michael Miller,100993,12,15,7,9,6
Sarah Smith,78255,25,16,6,10,8
Laura Jones,61137,21,19,5,13,4
Anna Davis,53762,25,19,6,10,6
Chris Smith,117630,18,15,8,8,3
Jane Johnson,103557,12,18,6,13,6
John Smith,92307,21,19,6,9,6
Laura Jones,44854,11,16,12,8,8
Anna Davis,77995,20,13,12,14,7
Anna Smith,118829,11,15,15,13,4
Sarah Smith,58686,14,12,14,13,5
David Williams,92688,10,11,6,10,5
Jane Davis,51024,19,10,12,8,7
Jane Smith,52263,20,13,14,9,5
Chris Smith,91017,24,20,5,14,8
Emily Davis,52139,22,13,11,10,4
Michael Williams,111853,25,16,12,15,4
Jane Taylor,76348,20,11,13,14,6
Alex Wilson,72381,23,19,13,13,8
Jane Wilson,48978,18,11,7,13,7
Michael Davis,59022,19,10,13,13,4
Emily Taylor,63132,10,15,11,10,5
Chris Miller,85478,11,17,12,13,6
Michael Smith,63789,15,18,5,8,8
Anna Davis,115385,18,12,8,12,6
Laura Jones,49788,18,14,12,8,4
Michael Smith,50656,14,18,7,9,4
Chris Johnson,107116,14,17,8,14,7
Alex Johnson,99847,14,17,7,8,4
Anna Doe,67092,10,15,8,8,5
Chris Johnson,100465,13,15,15,15,5
John Miller,50055,23,18,9,14,5
Laura Jones,110665,11,16,10,13,7
Emily Smith,109790,20,11,15,10,4
Chris Brown,119313,13,15,5,8,8
Emily Brown,68790,13,19,9,13,3
Sarah Jones,113886,13,13,5,12,5
Laura Davis,45208,14,14,9,12,7
Sarah Miller,87865,15,17,14,14,4
Sarah Brown,60775,19,18,14,13,8
Laura Taylor,82898,23,17,14,15,5
Laura Smith,84613,13,11,5,15,7
John Jones,68683,21,14,5,12,6
Sarah Davis,100361,12,12,6,9,6
Michael Miller,50932,20,10,13,15,5
Emily Davis,81279,11,15,9,13,8
Sarah Jones,78937,24,15,13,12,4
Michael Johnson,45964,22,18,9,8,5
Michael Williams,105658,22,13,14,12,7
Chris Williams,92604,24,15,14,15,8
Michael Miller,114289,17,17,10,11,7
David Johnson,41386,16,10,5,9,7
Jane Doe,94885,25,11,13,13,6
Alex Davis,70090,22,16,8,10,3
Alex Wilson,107578,15,10,12,10,5
Anna Doe,46208,12,20,5,10,5
Laura Taylor,67117,24,20,7,15,6
Jane Smith,41954,17,19,7,11,4
Laura Davis,91543,18,13,13,15,3
Sarah Johnson,84509,23,10,13,10,6
Chris Wilson,50645,18,17,15,12,7
Sarah Jones,49727,22,18,13,12,4
David Williams,72925,18,19,14,9,8
Laura Taylor,116425,11,19,5,15,8
John Wilson,90099,12,16,11,15,8
Jane Davis,119392,23,20,9,9,5
John Jones,66944,18,18,10,15,4
Emily Brown,116155,22,12,10,8,5
Sarah Taylor,88705,10,12,5,12,6
Jane Miller,82591,25,10,6,12,7
Chris Williams,49909,11,17,10,15,3
Laura Jones,50912,22,18,10,12,8
Alex Wilson,94790,14,13,13,10,5
Chris Johnson,69553,19,15,10,9,7
Chris Johnson,89023,11,14,6,15,8
John Jones,56243,19,17,8,15,3
Chris Wilson,63118,21,19,6,10,8
Emily Williams,102283,11,18,13,14,7
Laura Jones,88542,16,15,14,8,8
Laura Williams,73905,16,15,15,10,3
John Taylor,86630,18,12,5,14,4
John Taylor,65097,15,12,9,10,8
David Johnson,76208,15,10,14,11,7
Alex Wilson,87427,17,14,12,9,3
John Davis,92312,23,16,11,9,6
John Doe,68985,20,20,6,15,6
Chris Williams,62963,11,20,6,10,8
Jane Jones,116100,16,19,14,8,4
Sarah Davis,50720,23,11,10,8,3
Alex Brown,46130,25,14,8,12,4
John Taylor,92161,13,16,7,15,8
John Johnson,81147,23,12,8,11,6
Chris Davis,88616,20,14,12,10,7
Jane Williams,115846,11,16,7,15,5
John Davis,104484,11,12,11,12,6
John Brown,63459,11,12,9,15,5
Emily Doe,72804,22,16,7,14,5
Sarah Miller,50476,17,17,11,15,3
Laura Jones,43700,13,10,6,10,6
Jane Johnson,60649,12,19,5,14,4
Alex Miller,113748,15,14,11,10,5
Emily Doe,84797,21,17,5,14,8
David Wilson,46080,21,19,6,13,7
Michael Smith,95105,23,17,11,9,3
David Wilson,97741,15,18,8,12,3
Anna Smith,119824,17,12,8,9,7
Sarah Jones,97403,13,12,6,9,5
Michael Taylor,86984,13,13,12,11,4
Michael Johnson,118572,23,15,13,12,4
Laura Jones,99728,14,15,7,13,7
Alex Brown,105401,23,14,13,15,8
Chris Davis,42729,25,17,14,11,5
Chris Miller,119984,11,14,10,13,7
Chris Williams,72158,18,19,9,10,7
Chris Wilson,45963,17,20,7,11,4
Alex Jones,64268,17,13,10,13,7
Sarah Taylor,56311,10,13,7,12,4
Emily Jones,54883,18,19,8,9,7
Laura Davis,111616,19,16,8,12,8
Alex Jones,89619,25,14,12,15,6
Alex Williams,61702,22,20,15,13,4
Laura Doe,81556,19,16,15,11,6
David Smith,46122,12,19,12,15,6
Chris Doe,115073,20,13,5,15,6
Jane Smith,80663,11,16,10,9,5
Anna Wilson,48926,25,12,5,15,8
Jane Williams,61229,25,13,6,10,7
Jane Smith,40384,21,14,7,9,4
Emily Smith,71176,17,14,15,11,8
Laura Wilson,114127,25,12,5,11,3
Sarah Miller,100285,13,19,10,15,3
Jane Miller,79481,19,18,15,11,3
Anna Williams,48227,23,11,13,11,7
Emily Taylor,55285,11,16,13,11,4
Jane Jones,84146,10,16,7,13,4
Chris Williams,88879,24,12,10,14,6
Chris Doe,100240,18,12,14,10,6
Anna Wilson,57417,13,12,9,12,5
Chris Doe,84944,12,16,9,11,4
David Taylor,101926,12,19,15,13,6
John Williams,80192,21,14,7,13,6
John Taylor,66934,17,17,8,15,3
Alex Williams,99864,19,18,15,11,7
Sarah Johnson,103973,14,11,7,9,8
John Williams,65578,16,11,13,11,3
John Taylor,88923,11,12,7,15,7
John Taylor,97151,23,12,8,13,3
Laura Miller,78642,10,13,13,13,5
Emily Miller,84296,14,15,6,12,6
Michael Smith,89345,21,11,7,8,7
John Wilson,41258,12,13,14,9,3
Alex Williams,94230,11,12,9,14,5
Alex Smith,74911,25,16,13,14,8
David Williams,96348,22,12,8,15,7
John Smith,53139,14,13,9,8,7
Anna Brown,86409,18,18,14,15,8
Jane Doe,71186,12,17,13,14,5
Chris Wilson,59284,10,13,8,13,6
John Doe,102403,23,15,6,12,7
Jane Jones,91590,16,10,12,12,7
Michael Doe,47252,19,20,5,11,6
David Miller,68353,15,11,15,9,6
Chris Brown,112510,25,12,7,15,8
Chris Doe,55017,15,16,10,14,5
Laura Brown,45729,20,12,8,11,4
David Taylor,80284,16,10,9,11,8
John Taylor,100869,12,14,8,13,3
Emily Jones,84070,22,18,13,12,4
Michael Taylor,114350,13,16,9,13,3
Sarah Miller,66346,20,20,14,15,6
John Davis,89073,13,20,5,15,4
John Brown,67156,13,18,9,9,3
Chris Davis,64453,24,19,12,8,6
Emily Wilson,77150,25,16,12,15,6
John Jones,94884,18,14,14,8,7
Anna Wilson,102947,24,18,14,10,3
David Doe,81054,25,10,11,12,5
Anna Miller,97158,15,14,5,8,3
Alex Smith,77036,13,18,9,14,7
Michael Miller,87257,24,20,13,15,6
Michael Miller,64183,17,14,9,14,4
David Williams,94562,11,13,10,11,7
John Taylor,62307,12,11,9,14,6
Laura Davis,60762,19,15,12,15,6
Laura Taylor,79106,18,18,14,8,7
Emily Brown,86086,14,15,7,15,4
Sarah Wilson,48994,22,14,10,15,7
Laura Jones,50190,17,15,13,15,7
Jane Davis,47394,13,10,11,13,7
John Doe,68300,25,11,8,8,4
Emily Wilson,80502,25,12,13,8,8
Laura Jones,72360,23,20,8,11,5
Michael Wilson,43242,21,15,9,15,4
Jane Wilson,113333,18,13,9,15,3
Alex Smith,42868,11,10,6,15,3
Laura Williams,107032,10,15,10,8,8
Jane Doe,40368,17,18,10,8,5
Alex Doe,80936,10,17,12,8,7
Jane Miller,40592,14,13,14,14,8
John Williams,60276,25,18,9,14,7
Anna Davis,108315,19,10,6,9,4
Chris Taylor,78894,18,16,11,12,4
Jane Brown,60077,10,14,5,12,5
Emily Johnson,103110,23,17,12,14,5
Laura Taylor,64313,22,19,14,10,6
John Taylor,63621,24,11,14,10,3
Chris Miller,87066,11,17,15,12,5
Anna Jones,40302,24,19,5,11,5
David Brown,96506,25,11,9,14,8
Chris Jones,110259,11,13,5,14,7
Sarah Doe,56375,18,20,8,11,3
Michael Smith,62648,20,16,15,9,4
John Jones,112886,18,17,13,8,6
Emily Jones,91302,25,20,15,8,6
Laura Brown,65600,21,17,8,9,7
Sarah Williams,88146,15,16,8,8,3
Jane Johnson,117936,11,13,13,11,3
Laura Miller,86293,15,14,7,14,8
Laura Wilson,53610,21,13,7,12,8
Anna Wilson,78479,10,10,8,12,6
Anna Taylor,106485,12,11,10,14,7
Laura Wilson,67313,11,14,14,9,7
John Davis,64091,24,20,6,10,4
David Williams,117051,16,13,5,9,4
Anna Doe,85989,11,10,9,15,6
Alex Williams,114166,22,20,13,15,4
Emily Taylor,49055,18,17,5,14,7
Chris Wilson,71574,11,15,6,12,3
Alex Wilson,85077,17,13,13,14,5
Michael Miller,116908,19,12,12,13,6
Sarah Miller,91353,19,13,14,13,7
Sarah Taylor,44900,22,14,5,8,7
Sarah Jones,67019,13,13,14,12,6
Anna Smith,67720,21,19,6,8,5
Chris Davis,81619,19,17,11,10,3
Chris Williams,72201,18,20,9,12,8
Emily Doe,102581,21,10,11,10,7
Jane Johnson,96158,25,16,11,15,8
Alex Taylor,71681,16,14,14,13,4
Michael Taylor,88839,11,17,9,9,8
David Johnson,107553,23,19,11,15,4
Michael Smith,104568,10,17,5,14,3
Laura Johnson,53126,21,12,5,15,6
Anna Miller,111040,14,20,12,8,6
Alex Brown,119360,18,10,6,10,3
Jane Miller,62911,21,19,8,12,8
Alex Jones,98705,22,20,7,8,5
Sarah Wilson,49970,14,11,15,11,3
John Wilson,68304,15,17,5,11,8
Alex Davis,70098,23,14,14,10,5
Michael Jones,41905,25,14,14,11,5
John Taylor,86706,21,14,13,14,3
Chris Miller,51118,11,12,5,8,4
Sarah Doe,46477,19,19,12,14,6
Chris Johnson,90273,18,12,12,13,7
Laura Davis,112296,22,20,5,14,3
David Davis,94069,12,12,14,12,6
Chris Williams,65779,21,11,15,9,5
Laura Miller,113547,16,14,7,15,4
Alex Davis,113707,24,13,11,14,7
Sarah Brown,80268,18,17,7,14,6
David Jones,53429,14,10,5,8,3
Laura Smith,43785,15,10,13,12,5
John Davis,98954,15,19,11,14,5
Sarah Davis,54758,11,16,7,13,5
Laura Davis,98500,16,13,5,11,3
Alex Johnson,119200,10,13,9,10,4
Sarah Jones,56885,23,19,7,11,8
Sarah Miller,88040,20,17,9,8,3
Sarah Williams,52179,21,13,8,12,4
Emily Johnson,65942,14,19,11,14,4
Emily Smith,60933,21,18,9,10,3
Jane Brown,90746,12,13,6,9,3
Anna Brown,100723,15,12,9,13,4
Jane Taylor,68723,18,15,10,8,5
Alex Jones,87765,19,14,14,14,5
Laura Davis,85607,17,10,15,14,3
Emily Davis,91926,17,15,15,12,3
Alex Taylor,63992,16,17,9,12,3
Jane Jones,73027,17,11,6,10,8
Anna Doe,56123,13,19,15,10,7
Laura Doe,70687,18,13,6,15,6
Alex Williams,82565,10,13,14,8,6
John Davis,63592,20,15,7,15,4
Sarah Williams,98062,18,15,11,13,5
Michael Johnson,108273,16,19,12,13,6
Emily Johnson,106544,13,16,7,12,3
Chris Williams,108739,25,12,6,13,7
Chris Doe,92986,11,12,14,11,8
John Smith,94362,23,13,6,14,7
Emily Smith,112463,19,19,5,12,6
Chris Wilson,43568,13,19,10,12,3
Alex Wilson,96876,22,18,13,15,5
Jane Jones,49005,16,19,8,10,5
Emily Doe,65465,21,17,8,10,6
Anna Taylor,84638,19,15,12,13,6
Michael Davis,94239,25,16,7,11,5
Laura Davis,96536,13,16,9,14,3
Alex Brown,74655,15,12,5,10,5
Emily Jones,116834,20,12,11,11,7
John Wilson,47642,16,10,12,15,7
John Davis,113696,18,19,7,14,7
Michael Williams,81030,15,19,12,9,5
Chris Johnson,110260,24,15,14,12,8
Sarah Johnson,72215,12,15,6,9,6
Anna Doe,90912,25,10,7,11,3
Chris Brown,53647,15,13,13,12,4
David Doe,87390,22,11,14,13,6
Sarah Wilson,77480,15,12,13,12,5
Alex Miller,104913,25,15,9,12,4
Emily Johnson,106584,11,14,6,10,5
Anna Jones,55846,23,11,10,13,4
David Johnson,87472,14,12,12,12,4
Alex Davis,72744,23,12,6,14,5
Emily Brown,93817,13,11,7,8,6
David Doe,109373,20,12,8,15,3
Chris Davis,103697,21,18,8,12,4
Sarah Davis,58684,20,13,10,11,3
Jane Jones,58077,24,17,15,8,6
David Johnson,105104,20,14,8,12,3
Michael Williams,57770,13,10,5,12,3
Laura Johnson,70367,25,17,14,14,4
John Miller,49255,17,11,7,12,4
Emily Doe,42643,16,10,15,8,7
Laura Taylor,58640,20,13,10,9,3
David Smith,111395,25,10,7,8,5
Jane Jones,60952,11,17,15,11,4
Laura Wilson,58311,20,11,15,8,3
Alex Miller,41098,25,18,13,8,3
Jane Smith,94769,20,17,10,15,5
David Doe,97813,24,14,14,8,6
Jane Davis,70738,17,16,13,9,8
Michael Johnson,74362,13,19,7,8,4
David Smith,78739,23,11,6,10,7
Michael Brown,119624,16,18,13,14,5
John Williams,117495,24,19,7,13,6
Sarah Miller,53024,16,16,15,10,4
Chris Jones,54084,17,16,15,10,6
Alex Wilson,110923,21,10,7,9,5
Jane Jones,48629,16,16,9,10,4
Anna Wilson,72741,12,17,14,11,8
Anna Jones,80255,18,14,12,15,5
Chris Davis,104610,12,17,14,9,7
Jane Brown,91771,20,18,5,9,7
Michael Miller,112288,20,14,8,9,5
Alex Williams,76822,17,12,15,14,5
Jane Johnson,57407,17,18,9,9,6
Laura Doe,52259,20,19,15,12,6
Alex Brown,49005,16,14,13,8,8
Jane Miller,95321,14,11,14,12,4
John Johnson,47804,12,17,13,12,6
Alex Miller,71127,11,16,15,8,8
Laura Miller,62687,23,10,11,15,4
Michael Wilson,104501,24,10,9,8,5
John Taylor,53655,16,11,6,8,6
Jane Williams,117055,25,10,5,8,7
Laura Johnson,68001,11,14,13,13,8
John Miller,97880,24,10,10,10,5
Emily Miller,105269,22,20,8,12,6
Alex Taylor,46294,15,10,14,9,8
Alex Taylor,115848,21,20,11,11,5
Jane Davis,91594,23,20,13,9,3
Anna Williams,88350,23,14,9,10,5
Jane Jones,54526,15,18,15,11,8
Michael Taylor,40149,11,17,11,12,3
John Williams,64477,21,17,12,8,3
Sarah Wilson,58124,20,10,14,9,5
Chris Wilson,80603,17,13,8,13,5
Michael Miller,41416,16,13,10,13,7
Anna Jones,91739,13,15,8,15,6
Anna Taylor,91867,12,20,12,9,4
Anna Smith,44454,21,14,7,15,6
Chris Smith,106041,15,15,15,10,5
John Wilson,94738,16,19,13,14,6
John Jones,80491,10,15,8,11,7
David Doe,63486,19,18,12,10,6
David Williams,85234,13,14,6,9,6
Sarah Miller,97796,10,20,5,9,6
Jane Jones,69241,13,19,8,12,6
Sarah Johnson,79207,13,16,10,15,3
Alex Wilson,87320,14,16,7,8,6
Sarah Williams,101739,25,17,9,14,7
Laura Brown,86897,18,12,15,8,6
David Doe,117569,22,20,13,11,6
Chris Johnson,119223,25,12,13,13,6
Chris Wilson,41495,18,12,12,9,3
Laura Smith,55616,10,17,7,9,8
Anna Doe,46780,25,17,9,11,4
Sarah Wilson,44637,15,13,9,12,7
Laura Jones,43943,19,12,11,14,6
Anna Doe,83253,22,10,12,10,3
Anna Doe,55462,12,11,10,14,5
John Johnson,41127,24,17,13,8,4
Chris Johnson,119980,14,12,13,8,5
Michael Jones,90138,19,11,14,15,4
Chris Smith,48565,16,15,9,10,5
Laura Johnson,104236,17,16,11,10,8
Anna Miller,115068,14,17,15,11,6
John Davis,49051,21,15,11,12,8
Emily Taylor,85596,21,15,6,10,5
David Taylor,79550,22,13,10,15,8
Alex Williams,46590,21,12,8,10,3
Anna Doe,47802,20,11,5,14,6
Sarah Johnson,45863,21,18,15,15,8
Anna Miller,73182,22,12,12,14,6
Alex Johnson,64904,17,12,13,13,4
Emily Johnson,104192,23,12,7,11,7
David Brown,75694,20,20,14,12,4
Anna Miller,84860,13,20,5,14,6
Anna Johnson,119361,12,16,7,9,3
Sarah Brown,102752,20,12,7,15,5
Laura Miller,54925,20,16,8,8,4
Michael Williams,60094,18,10,6,14,7
Emily Doe,119654,15,13,12,8,3
David Jones,87594,14,17,15,12,3
Chris Wilson,115702,11,13,8,8,3
Chris Davis,117284,15,16,7,8,6
John Williams,110616,21,14,9,15,8
Alex Brown,88648,17,19,6,15,3
Sarah Miller,103057,15,14,13,8,3
Alex Wilson,41823,16,12,6,11,7
Laura Smith,46882,20,20,7,11,4
Sarah Johnson,57902,12,10,7,15,3
Jane Taylor,76038,14,12,8,14,7
Emily Taylor,80306,13,14,14,13,5
Jane Brown,77125,25,11,5,9,3
Chris Taylor,98938,10,13,7,10,6
Emily Miller,84222,25,11,6,14,6
John Davis,57232,25,10,10,13,6
David Smith,75262,20,15,12,14,6
Anna Doe,74691,21,11,8,9,4
John Jones,77438,14,10,11,14,7
Chris Johnson,98993,10,13,13,12,6
Jane Wilson,40686,11,14,13,15,6
Sarah Doe,69043,14,11,10,14,3
Michael Miller,81725,22,13,7,8,7
Jane Jones,117846,15,13,5,15,7
Jane Taylor,107501,11,16,13,9,3
Michael Wilson,103323,11,18,12,14,7
Jane Doe,56501,20,13,6,13,7
Laura Johnson,70962,21,16,14,11,5
Jane Miller,101615,13,14,14,9,4
Anna Jones,56633,23,15,6,13,5
John Smith,49520,16,19,12,10,4
Sarah Jones,73447,19,14,9,10,7
Sarah Doe,60884,17,16,14,13,8
Jane Brown,80162,24,12,15,8,7
Sarah Brown,88616,19,12,9,14,6
David Jones,98439,16,15,14,14,3
Alex Smith,84965,17,17,8,12,3
Michael Smith,115334,22,20,12,13,7
David Wilson,80124,25,12,14,8,8
Sarah Davis,72987,22,10,5,9,4
Alex Smith,73937,19,12,9,8,4
Chris Brown,90495,19,14,5,11,8
John Jones,102391,18,19,11,12,5
Jane Johnson,116424,16,13,8,10,7
Chris Jones,74538,16,13,11,12,6
Anna Wilson,101319,19,20,6,13,8
John Williams,80730,16,20,13,9,6
Emily Wilson,65989,22,13,7,15,8
Michael Wilson,86742,15,13,10,14,4
Jane Brown,91178,13,11,14,15,6
Jane Doe,90027,16,18,12,14,7
Michael Taylor,98841,12,15,8,13,6
Alex Doe,99829,16,18,7,14,6
Sarah Johnson,78796,15,14,9,11,4
David Davis,46656,13,14,8,10,4
David Doe,50365,14,17,12,14,4
David Williams,72582,10,15,6,10,4
David Taylor,105783,21,14,14,15,8
Alex Brown,52679,17,17,15,14,4
Alex Brown,118286,22,14,14,13,8
John Davis,109641,23,20,13,14,7
Chris Johnson,85229,22,12,12,9,4
Anna Smith,112325,11,20,15,15,4
Chris Miller,74733,10,13,8,11,7
Sarah Johnson,44825,14,18,14,14,3
Michael Williams,89777,14,12,12,14,4
Michael Doe,82062,24,16,14,8,4
Anna Taylor,96088,12,18,14,11,5
Michael Williams,78342,16,20,12,9,4
John Jones,106794,17,16,11,10,3
Sarah Johnson,67029,10,19,9,8,7
Emily Brown,103742,18,15,8,12,8
Emily Taylor,83429,13,12,14,12,3
Alex Davis,52773,11,11,11,11,8
Chris Davis,97626,16,12,11,12,7
Laura Wilson,90546,13,14,15,9,6
Emily Taylor,93535,25,20,12,10,3
David Johnson,110613,19,15,8,10,4
Michael Wilson,60351,23,18,13,12,3
Emily Miller,82465,25,12,10,10,4
Sarah Johnson,53808,23,12,7,9,8
Chris Davis,104728,20,11,11,8,6
Alex Davis,74225,22,16,14,8,8
Sarah Miller,78387,11,17,5,11,4
Alex Smith,67998,20,14,6,15,5
Jane Johnson,40052,20,17,10,13,3
Michael Johnson,73366,23,20,7,11,3
Jane Taylor,115208,20,12,15,13,6
Michael Miller,69831,21,12,5,8,8
David Taylor,90216,13,18,13,15,7
Michael Johnson,99811,14,17,15,10,8
Alex Wilson,74631,15,12,12,12,7
David Taylor,86459,10,12,8,15,3
Sarah Smith,86793,11,15,12,14,5
Chris Jones,61507,22,20,9,12,8
Chris Davis,82637,16,20,8,9,6
Alex Jones,114980,20,14,7,8,3
Anna Smith,117429,16,15,12,15,3
Jane Jones,75662,11,14,14,15,5
Sarah Wilson,95432,24,17,6,12,3
Michael Brown,78800,18,16,10,8,8
Sarah Johnson,65322,11,18,8,10,3
John Smith,55586,22,13,11,9,3
Jane Brown,62787,20,20,15,8,4
Laura Taylor,54186,22,17,11,9,3
David Smith,67259,23,19,10,12,8
Chris Doe,115699,17,11,8,10,4
Emily Williams,75316,12,10,5,11,7
Jane Wilson,119259,13,16,11,10,6
Alex Smith,52808,21,12,13,14,5
Michael Taylor,57722,13,11,10,11,3
Alex Wilson,62666,17,15,10,12,7
Anna Smith,54361,10,10,11,14,7
Laura Brown,97294,15,15,11,10,6
Jane Johnson,80676,14,19,11,11,6
John Wilson,68834,13,15,6,15,5
David Brown,118807,22,16,14,12,8
Anna Brown,63561,10,13,10,14,6
John Davis,73939,15,11,9,14,5
John Jones,109073,25,16,10,10,3
Jane Davis,64108,12,14,8,10,6
Sarah Brown,41223,12,19,8,15,7
Jane Williams,87586,14,11,9,11,6
David Brown,40923,19,13,14,14,5
Jane Johnson,58198,22,18,11,13,4
Michael Brown,57975,24,13,13,15,3
Sarah Miller,103518,24,18,7,8,7
Jane Johnson,51524,23,20,10,14,7
Alex Davis,82420,16,10,15,10,4
Alex Williams,44669,12,16,15,15,8
Jane Brown,78186,19,15,15,13,6
John Smith,95696,24,16,12,12,3
David Johnson,93513,15,12,13,14,6
