Name,BaseSalary,HRPercent,TRPercent,OtherPercent,PFPercent,ITPercent
John Williams,101152,22,10,10,13,4
Anna Miller,86115,22,14,13,15,5
Laura Doe,42531,21,12,5,13,7
John Wilson,61857,12,17,5,8,6
Chris Taylor,94495,24,16,5,13,5
Michael Williams,104447,17,16,12,12,7
Alex Miller,59807,22,14,9,9,4
Laura Wilson,61402,14,13,9,14,4
Sarah Wilson,113814,12,14,9,15,3
David Brown,106160,23,15,13,14,4
Sarah Williams,43047,21,18,8,11,5
John Brown,74837,21,12,11,11,8
Alex Wilson,75153,24,14,9,11,6
David Wilson,119695,24,11,11,11,5
David Davis,87274,18,12,9,8,8
Chris Doe,73847,23,12,6,9,8
Alex Williams,47252,16,16,13,15,4
Sarah Smith,102897,22,13,15,10,4
David Taylor,113107,13,12,10,15,5
Jane Jones,45714,11,19,7,10,5
Anna Brown,83873,14,14,6,15,4
Michael Smith,93915,21,12,7,11,4
Anna Miller,113714,22,18,6,8,7
Michael Johnson,116014,17,13,12,8,8
Chris Wilson,41771,24,16,6,15,8
Sarah Jones,66793,22,14,14,11,5
Alex Davis,90825,24,19,9,8,4
Jane Wilson,69370,17,19,14,8,8
Alex Williams,86543,17,12,13,11,6
Michael Wilson,76472,19,15,6,11,6
Laura Doe,49235,16,18,10,10,4
David Davis,94623,11,17,15,13,3
Emily Johnson,51612,20,12,8,14,5
Jane Brown,51345,13,10,15,12,3
Sarah Jones,47291,19,16,9,8,8
Michael Davis,56366,22,18,15,9,6
Michael Taylor,117650,25,19,10,10,3
Michael Williams,102930,11,13,9,10,6
Chris Wilson,78206,14,12,7,9,5
Jane Doe,45247,11,20,15,8,7
Laura Davis,65745,19,16,5,12,8
Jane Taylor,80175,25,20,10,10,7
Sarah Jones,76122,24,12,5,15,4
Emily Williams,61360,20,14,11,8,4
Chris Miller,81575,25,15,6,12,7
David Wilson,75076,25,20,5,8,7
Michael Taylor,113183,15,18,13,11,5
Jane Davis,106518,16,12,8,11,8
Jane Brown,84457,15,13,7,10,7
Sarah Jones,117577,11,16,9,8,8
Michael Taylor,100032,22,20,10,12,7
Michael Miller,63506,22,12,5,10,3
John Taylor,104756,23,12,15,8,7
Jane Davis,109336,11,14,7,13,4
Anna Wilson,72747,22,14,7,14,6
John Miller,113643,18,18,14,13,3
Sarah Taylor,89734,22,18,13,13,6
Sarah Smith,73992,11,14,14,13,8
Laura Davis,65910,25,20,10,13,4
Michael Miller,44641,13,12,7,10,6
Alex Davis,70176,23,14,15,11,3
Anna Brown,119909,25,12,5,12,8
Laura Smith,106079,19,14,12,10,7
Emily Miller,50181,24,20,11,12,7
Laura Williams,98317,12,16,7,15,6
Chris Williams,96015,19,16,6,11,3
John Jones,87970,11,11,9,15,7
David Doe,93913,20,15,10,10,7
David Johnson,82638,23,13,9,10,7
Michael Wilson,84765,21,18,11,13,7
John Wilson,81431,12,19,11,14,7
David Brown,115737,24,19,14,12,3
Anna Davis,92635,21,14,12,9,5
Laura Jones,76012,17,14,11,8,6
Anna Davis,107079,15,20,7,12,7
John Johnson,71899,25,20,11,15,7
Alex Williams,51109,18,15,8,8,8
Emily Jones,42327,14,16,8,12,8
Sarah Doe,78753,10,17,13,9,3
John Wilson,70937,19,18,7,11,7
Sarah Taylor,105907,22,18,5,8,4
Chris Miller,98985,21,17,11,13,4
Chris Smith,109139,12,15,6,15,8
Jane Jones,82485,13,10,10,14,7
Chris Doe,94113,13,18,7,12,3
David Doe,56878,15,20,5,14,7
Emily Davis,72253,12,18,5,12,8
Sarah Brown,100066,12,11,10,15,3
Chris Miller,67641,21,17,8,12,8
David Williams,76075,24,19,7,11,3
Jane Miller,88023,13,13,13,14,7
Chris Jones,58868,23,11,6,8,7
Chris Miller,92516,15,12,15,12,7
Sarah Doe,55657,23,12,10,15,7
Jane Taylor,64488,25,13,14,15,3
Emily Brown,99728,14,16,15,12,7
Anna Taylor,116509,25,20,6,12,5
Michael Johnson,57040,19,16,8,15,5
Laura Williams,70461,24,14,7,15,3
Sarah Williams,110519,24,15,11,10,7
Alex Wilson,94426,13,12,15,9,7
Sarah Doe,75004,19,11,14,13,5
Emily Williams,99438,20,17,10,13,6
Laura Smith,67663,10,18,14,13,8
Chris Miller,112211,19,20,8,10,7
David Williams,96252,11,19,5,11,8
Laura Johnson,86724,23,13,11,8,8
Michael Jones,119103,17,18,12,11,5
Chris Brown,55315,18,11,10,12,7
Emily Brown,42691,19,20,9,15,3
Michael Taylor,67923,11,20,8,10,6
Anna Johnson,85497,13,14,11,14,5
Sarah Taylor,63612,12,18,5,9,5
David Taylor,84256,22,15,10,15,7
John Davis,110267,10,19,8,15,4
Jane Miller,105871,19,11,8,10,3
Anna Jones,104968,18,11,12,13,7
Jane Doe,106552,22,20,14,14,4
Emily Miller,55826,17,15,13,9,5
Anna Davis,74332,18,14,14,14,3
Alex Brown,107909,22,14,14,14,8
Chris Davis,118818,21,13,5,14,6
Sarah Jones,58556,15,13,15,10,4
Michael Davis,91955,10,17,6,10,8
Chris Davis,118160,21,19,12,10,3
Chris Wilson,95223,13,20,8,14,3
Chris Miller,112872,19,18,12,10,6
Sarah Doe,49808,13,19,12,9,7
John Doe,71607,20,20,14,8,7
Michael Davis,106597,19,13,6,13,4
Sarah Miller,86078,17,13,7,13,3
Alex Davis,99981,21,12,9,11,7
Michael Wilson,58128,11,17,14,10,8
Sarah Jones,101051,17,19,11,8,3
Anna Miller,103587,10,14,12,13,4
Anna Davis,73503,14,19,9,11,6
Sarah Doe,62245,18,17,12,9,5
Laura Jones,71027,25,19,6,15,6
John Jones,103520,20,16,5,11,7
Jane Doe,111073,19,18,13,13,8
Alex Williams,86564,15,13,10,13,4
Laura Jones,52281,18,14,10,13,3
David Davis,85479,22,19,9,13,5
Jane Davis,114993,19,13,13,12,7
Laura Johnson,63554,22,19,7,13,3
Anna Doe,43910,16,18,12,15,8
Sarah Johnson,114762,22,17,9,9,8
Laura Williams,65727,22,11,6,14,8
David Smith,66761,14,20,8,13,6
Sarah Brown,104306,16,19,11,9,3
Sarah Davis,103983,23,14,9,8,4
Laura Williams,101540,17,14,12,15,5
Michael Doe,101151,18,19,14,13,5
John Brown,64342,24,10,5,9,7
Anna Williams,83285,13,15,12,12,3
Laura Brown,113054,19,14,7,8,4
Anna Wilson,109455,18,12,15,15,6
John Jones,105941,24,15,13,10,4
Emily Davis,72966,19,17,9,14,8
Michael Miller,66713,15,12,7,11,4
Sarah Wilson,60124,10,11,11,12,4
Jane Smith,81758,18,19,12,9,4
Emily Taylor,43967,18,14,11,8,8
Laura Johnson,88345,23,12,15,11,3
Michael Johnson,60217,15,11,7,8,5
Laura Johnson,73788,17,12,12,10,5
David Williams,83651,10,16,5,9,4
David Taylor,82647,18,18,7,15,8
David Smith,76989,21,16,7,9,7
Laura Brown,89625,23,10,7,8,5
Anna Brown,42593,25,17,6,14,7
Anna Smith,59446,11,15,7,8,5
David Williams,58784,22,17,6,12,7
Anna Miller,118605,17,17,8,14,6
Sarah Smith,118677,14,10,13,9,5
John Wilson,108412,24,18,13,8,3
Laura Johnson,48924,13,13,9,14,8
Chris Johnson,111579,17,12,6,8,4
Sarah Brown,103277,10,12,13,12,7
Chris Davis,42838,17,10,5,8,5
Emily Jones,98111,15,12,12,13,6
Emily Johnson,110193,25,13,15,8,4
David Brown,70525,23,17,14,13,6
Michael Taylor,83303,14,19,12,13,6
Sarah Davis,115368,10,11,12,14,7
Sarah Doe,53361,20,16,13,15,8
Michael Smith,49444,17,19,10,13,3
Anna Brown,93718,10,13,8,13,8
Jane Doe,57122,24,19,10,15,8
Emily Williams,62065,10,17,14,14,4
David Smith,103870,12,19,5,15,3
Michael Wilson,48425,21,19,10,8,8
Laura Williams,42185,15,18,7,15,5
Jane Williams,118140,21,14,6,14,7
Jane Wilson,97299,20,20,8,9,7
Anna Doe,62995,10,18,6,9,8
Chris Brown,88539,20,19,14,13,3
Chris Davis,60540,23,13,15,8,6
Emily Johnson,57086,10,16,13,10,5
Michael Wilson,83056,11,20,14,12,6
Laura Brown,85083,18,14,10,10,7
Emily Johnson,116302,21,18,11,15,6
Chris Williams,86351,18,15,8,9,6
David Taylor,44328,23,15,9,9,8
John Doe,74586,19,10,11,8,6
Laura Williams,42587,19,20,10,15,3
Alex Brown,60284,25,14,12,13,8
Anna Jones,69664,15,20,6,13,4
Sarah Miller,115850,11,12,8,14,5
Laura Davis,102181,23,16,7,15,8
Chris Brown,101364,18,14,5,10,4
Laura Wilson,44236,16,20,12,10,6
Anna Johnson,93855,25,18,12,11,5
Alex Davis,92619,18,18,13,12,5
David Wilson,80731,20,16,10,14,8
Jane Taylor,76749,24,10,8,12,8
Michael Wilson,109052,22,16,8,14,6
Laura Taylor,59393,19,15,7,13,4
Alex Miller,115063,16,13,6,14,4
Emily Taylor,67483,18,12,14,10,4
Michael Davis,118505,22,10,14,11,5
Sarah Johnson,115674,21,19,14,9,6
David Miller,69583,19,12,9,11,7
John Jones,107476,12,11,13,15,4
Jane Davis,80616,16,14,12,13,3
Emily Miller,79540,19,15,12,15,5
Laura Brown,52135,10,14,7,11,5
Emily Wilson,43149,17,18,9,12,3
Anna Miller,40420,11,16,9,8,6
David Wilson,86885,19,13,15,15,3
Michael Williams,58166,13,16,11,15,4
David Miller,118846,22,19,13,14,4
Jane Wilson,65691,13,18,13,12,6
Anna Davis,107009,18,18,7,11,5
Anna Brown,85859,14,14,7,11,8
David Jones,69439,16,18,11,10,8
Michael Jones,98516,12,16,14,15,6
John Williams,44956,22,18,15,9,8
Jane Wilson,84235,24,13,15,15,3
Sarah Miller,77354,23,17,12,15,6
Jane Miller,92635,22,14,15,9,3
Anna Taylor,63691,23,17,11,15,6
Jane Jones,40410,21,13,13,12,5
Michael Miller,96543,16,11,5,9,4
Sarah Davis,59094,16,13,5,9,8
John Davis,79342,22,14,15,12,7
Michael Brown,78688,11,10,7,13,6
David Williams,73757,16,18,8,9,7
Chris Brown,47504,24,16,10,15,3
Jane Smith,85826,25,18,5,8,7
Emily Miller,108852,22,10,6,13,6
Michael Doe,77427,13,11,9,14,3
Alex Wilson,85782,11,16,11,9,6
Laura Jones,73692,16,17,8,9,3
Laura Smith,106212,24,16,12,9,5
David Smith,47745,12,17,12,15,4
Alex Jones,108048,16,11,11,9,7
Sarah Taylor,67208,10,12,9,14,3
John Doe,98282,16,19,5,14,8
Alex Davis,52009,14,14,13,13,4
Chris Williams,88641,20,17,7,11,4
Michael Doe,62982,13,20,13,14,6
Anna Johnson,53881,14,18,13,11,3
Emily Smith,87885,23,13,9,8,7
David Brown,107013,22,18,14,14,8
Emily Taylor,85884,23,17,10,11,3
Alex Jones,99585,11,12,6,10,5
David Johnson,42862,16,15,5,9,4
Chris Johnson,116415,22,12,6,15,8
Michael Jones,70591,23,12,15,15,7
Anna Jones,108014,12,12,14,13,4
Jane Taylor,84376,19,20,6,13,8
John Jones,42859,12,11,7,12,7
Chris Smith,68810,12,14,14,13,5
John Doe,88091,25,16,13,8,8
Jane Taylor,119268,21,14,7,11,8
Michael Johnson,102200,11,19,13,10,6
John Jones,67436,18,19,7,14,8
Sarah Smith,110658,25,19,14,12,5
Laura Davis,83630,16,20,6,8,7
Jane Taylor,46790,25,11,5,14,8
Alex Brown,51403,16,11,12,15,3
Sarah Doe,117930,19,19,12,13,6
Emily Doe,47939,18,16,7,10,8
Emily Johnson,104034,21,10,6,9,8
Chris Smith,52465,12,20,10,14,4
Laura Jones,62360,10,10,8,14,7
Alex Davis,118689,20,11,11,15,4
Sarah Davis,119179,18,18,13,12,5
Laura Johnson,46334,16,11,15,11,6
Emily Doe,86451,19,13,12,8,7
Alex Wilson,86956,20,18,15,11,8
John Brown,88932,21,13,10,12,7
John Miller,92047,16,14,13,14,6
Jane Miller,89097,11,10,6,14,8
Alex Jones,104448,18,20,11,10,6
Jane Davis,62519,25,14,15,9,4
Laura Taylor,55172,12,10,9,13,8
Michael Doe,79376,11,12,10,8,8
John Brown,58690,13,10,10,8,3
Alex Johnson,62620,17,18,9,12,6
Sarah Davis,117665,23,19,9,9,7
Alex Taylor,108486,15,12,5,9,3
Emily Jones,64421,14,16,5,12,8
Jane Smith,105432,13,19,9,14,8
John Davis,61880,17,17,10,14,8
Michael Davis,75284,19,10,5,9,8
Jane Taylor,49541,11,20,9,13,3
David Miller,85446,22,13,12,8,7
Alex Brown,102338,17,18,13,11,5
Anna Brown,79867,16,14,11,9,3
Laura Davis,106326,11,16,15,11,3
Michael Miller,114344,20,16,10,15,3
Emily Brown,90849,13,20,14,12,8
Anna Doe,47099,14,16,5,13,7
Alex Smith,67229,12,10,12,12,4
John Davis,56191,20,10,5,15,6
Emily Jones,84933,23,16,12,11,5
Emily Taylor,42929,21,17,11,12,4
Emily Brown,92373,21,11,15,13,8
Laura Davis,108664,13,16,14,10,7
Anna Smith,63650,12,12,15,10,6
Sarah Jones,88473,15,17,7,8,8
Alex Taylor,97112,10,13,6,10,5
Chris Brown,114181,11,16,5,13,6
Laura Jones,46416,23,13,12,9,6
Emily Williams,63814,11,17,11,14,6
Chris Taylor,116852,25,12,13,8,7
John Taylor,92140,25,10,9,13,6
Laura Miller,78646,23,19,5,11,8
Michael Davis,102346,16,13,9,8,5
Michael Jones,75138,10,16,13,8,6
John Taylor,46533,15,18,14,15,7
Jane Davis,47872,20,16,8,8,5
Sarah Jones,93277,15,20,10,10,3
David Jones,54488,19,13,5,11,4
Chris Williams,44185,14,17,7,9,7
Alex Miller,56341,12,13,9,9,3
Chris Taylor,105265,17,12,15,15,3
John Davis,94999,19,10,13,15,7
Alex Williams,91238,20,11,14,13,3
Chris Williams,68084,20,11,15,11,7
John Miller,59647,25,16,10,15,5
Alex Miller,51509,23,17,5,14,7
Chris Taylor,92973,14,11,9,12,3
Anna Brown,109858,15,17,8,12,8
Sarah Davis,114593,10,17,9,9,7
Michael Jones,96402,15,18,11,12,6
Sarah Miller,107211,22,14,9,8,6
Alex Miller,108405,23,11,15,10,6
Alex Jones,96142,14,17,14,12,3
John Smith,51885,16,20,10,15,7
Laura Williams,63437,17,18,6,10,8
David Smith,78784,12,20,9,8,4
Alex Miller,117180,18,20,15,13,3
Jane Smith,79492,23,14,12,8,7
Sarah Taylor,110766,10,11,14,14,7
Alex Williams,106845,18,13,14,10,8
David Davis,81143,25,13,11,10,4
Sarah Johnson,79195,12,12,7,10,7
Emily Jones,54945,25,12,6,14,3
John Smith,95460,13,11,10,15,8
Michael Taylor,56083,19,13,7,15,5
Emily Johnson,88809,20,13,13,12,7
Sarah Miller,95821,18,11,13,14,5
Chris Wilson,53572,17,11,8,10,8
John Smith,89804,10,15,12,12,5
Emily Smith,70116,14,14,15,14,7
Alex Williams,98263,23,11,5,9,6
Laura Taylor,49291,16,15,5,9,8
David Williams,101686,20,12,7,12,3
Sarah Williams,43619,24,12,6,11,6
John Miller,55782,13,11,9,10,4
Chris Wilson,59795,11,12,5,10,8
Emily Brown,83707,11,18,8,9,8
Jane Johnson,44102,22,19,7,9,6
Jane Williams,85710,11,16,14,8,8
Sarah Miller,48160,13,16,13,13,4
Chris Miller,112633,20,16,5,14,6
Alex Taylor,79099,18,19,13,9,7
Emily Wilson,72133,13,18,14,10,8
Alex Smith,58122,22,10,13,9,3
Emily Miller,112283,23,12,11,9,3
Jane Davis,70181,19,15,11,9,4
Chris Brown,81569,11,13,9,15,4
Jane Williams,101672,20,18,9,14,7
Alex Johnson,72142,11,18,11,8,5
David Smith,103385,19,20,10,11,4
David Smith,73357,15,10,14,11,7
Laura Davis,49178,21,17,10,15,4
Laura Smith,87850,19,16,10,11,5
Anna Davis,107454,16,17,10,8,6
Laura Taylor,113840,20,15,8,12,7
Laura Jones,49835,22,14,12,10,5
Laura Doe,80232,15,19,13,14,3
Alex Smith,81727,17,20,10,9,8
Chris Miller,74536,21,15,14,13,6
Chris Doe,101467,12,11,11,15,7
Laura Miller,112103,10,15,15,11,7
John Williams,113802,17,10,14,9,8
Jane Jones,109627,22,15,13,10,6
Jane Johnson,100190,12,17,6,15,8
Jane Smith,112847,13,13,10,12,5
Emily Williams,100054,17,12,12,11,3
Chris Miller,110737,23,19,7,9,4
Sarah Doe,117384,16,13,13,12,7
Alex Jones,79706,20,10,10,10,6
Michael Doe,88682,14,10,9,13,6
John Williams,106476,19,13,8,8,7
Jane Smith,87795,23,20,7,14,6
Jane Doe,113970,19,15,9,9,5
David Miller,42521,16,15,7,12,8
Michael Doe,74921,23,13,8,15,6
Emily Davis,71867,12,19,11,11,5
Laura Williams,65834,11,18,8,14,6
John Taylor,59189,23,20,8,14,4
David Taylor,89007,19,14,13,13,3
Anna Wilson,116459,20,12,12,14,3
Alex Wilson,112936,12,15,13,14,6
Sarah Brown,86948,17,16,15,13,6
Michael Smith,75980,22,13,6,12,3
Anna Davis,62081,11,19,11,12,5
Alex Jones,91204,15,19,5,14,4
Emily Taylor,67066,13,19,12,13,7
Sarah Jones,72146,16,19,13,11,7
Anna Taylor,109051,16,19,6,12,6
Alex Davis,95399,18,17,12,9,4
Michael Taylor,75810,22,19,12,8,3
John Taylor,108234,15,12,6,15,3
David Brown,69487,19,11,11,9,5
Alex Doe,114131,24,13,10,15,5
Chris Davis,77213,13,17,8,13,3
Anna Davis,59629,13,16,14,10,6
Alex Smith,86438,19,17,7,14,3
David Brown,68714,21,14,15,11,8
Sarah Smith,54658,14,19,12,14,3
Emily Doe,103983,16,16,7,12,6
Laura Williams,85875,13,12,15,11,6
John Taylor,57585,21,15,10,8,7
Michael Doe,62900,24,17,9,15,8
Alex Taylor,104320,16,20,6,8,5
David Taylor,112730,24,11,13,9,3
Michael Brown,95214,10,11,10,9,4
Alex Johnson,57023,22,18,15,8,3
David Jones,68592,12,15,11,9,5
John Brown,64375,20,17,6,9,6
David Miller,106084,20,11,6,14,6
Anna Miller,95934,21,10,9,9,8
Chris Johnson,119899,21,12,15,8,4
David Smith,70757,12,17,15,8,4
John Williams,106648,21,11,7,12,4
Laura Williams,65163,14,17,11,11,3
Anna Johnson,49374,13,12,6,8,4
Chris Miller,85060,23,19,5,13,3
Emily Smith,72579,11,17,12,13,6
Chris Johnson,76211,23,10,14,9,6
Anna Davis,117411,19,13,12,12,8
Jane Smith,86377,16,17,9,15,3
John Taylor,68129,18,13,6,14,5
Sarah Johnson,103591,22,14,10,11,8
Jane Davis,57039,13,13,13,9,7
Jane Miller,103353,18,16,15,15,3
Sarah Taylor,72540,14,10,15,15,6
David Jones,86943,23,16,8,10,3
Jane Johnson,71328,23,15,6,14,6
John Jones,82094,14,18,8,14,4
Laura Taylor,73508,25,16,11,12,8
Anna Taylor,54402,12,11,7,13,8
Michael Brown,46841,15,13,9,9,3
David Doe,71976,12,17,7,10,8
Sarah Brown,94449,13,11,14,12,5
Chris Brown,118316,23,18,7,11,4
Sarah Brown,102352,16,17,14,11,4
Michael Wilson,115667,22,11,8,8,3
Sarah Smith,118726,24,17,5,8,8
Alex Smith,43637,15,11,14,10,6
John Jones,46897,14,13,15,8,3
Jane Williams,94177,17,14,5,15,7
Sarah Wilson,102783,18,17,7,12,4
Laura Smith,98939,23,20,14,15,6
Michael Wilson,60839,16,13,7,9,4
Emily Johnson,81852,15,10,13,9,5
Emily Williams,101168,10,19,10,8,8
Chris Johnson,102158,20,13,14,14,6
Emily Smith,74626,16,15,5,11,8
Jane Jones,59549,23,18,12,11,6
Sarah Williams,80304,10,14,13,15,6
Michael Johnson,103726,15,20,6,12,5
Emily Miller,76547,17,14,14,13,8
Sarah Brown,91083,10,19,11,10,4
John Doe,52260,15,19,7,9,8
David Davis,49091,16,19,13,13,3
John Williams,107025,11,18,7,12,3
Emily Miller,54916,14,10,13,11,4
Anna Smith,56739,19,12,5,15,7
Chris Taylor,103322,12,19,7,15,8
Jane Wilson,58456,25,20,12,15,6
Chris Miller,102176,19,10,9,9,7
Anna Taylor,79295,14,14,7,9,6
Laura Williams,96261,13,20,10,9,3
Jane Smith,87698,11,16,13,8,3
Sarah Jones,103487,25,14,9,10,7
Emily Johnson,106437,11,15,13,14,6
John Brown,108999,17,12,14,10,6
Laura Davis,109703,19,18,12,14,8
Michael Jones,112104,22,18,15,10,4
Laura Williams,84613,15,13,10,8,4
Chris Brown,82770,22,11,13,14,7
John Williams,107103,17,10,10,9,4
Chris Williams,47687,11,11,7,13,5
Jane Doe,95901,13,11,13,12,7
Emily Miller,117723,15,18,11,14,5
Chris Doe,47571,21,11,5,14,8
Anna Doe,48164,18,14,6,9,7
Anna Doe,101902,14,15,12,13,6
Anna Williams,62880,20,14,9,10,3
Anna Brown,54990,22,12,12,15,3
Emily Smith,66918,15,12,12,14,3
Alex Williams,94333,17,16,6,12,7
Anna Miller,110036,23,15,9,11,8
Michael Smith,104946,19,19,12,11,5
Chris Taylor,109244,18,13,6,15,5
Sarah Brown,118975,17,10,8,9,8
Anna Taylor,51393,16,14,11,13,7
Chris Wilson,107718,16,11,12,8,5
Laura Davis,61011,23,17,15,15,3
Laura Jones,74664,12,13,12,14,5
Laura Williams,91233,16,17,13,11,5
Laura Jones,104659,15,10,14,10,8
Anna Williams,104247,13,19,10,10,5
Emily Johnson,44055,20,14,12,8,8
Emily Wilson,65575,25,13,10,10,8
Jane Johnson,58608,22,11,12,8,6
Sarah Miller,65216,12,13,15,10,6
Anna Smith,55764,21,15,8,9,5
Sarah Johnson,47749,17,10,10,12,8
Anna Brown,79689,25,20,12,12,7
Alex Williams,85934,19,15,6,12,3
Emily Doe,52529,21,17,6,15,5
Alex Taylor,86219,14,13,5,12,4
Alex Wilson,90898,20,10,7,14,4
Chris Miller,86658,17,17,10,8,4
Sarah Johnson,114742,13,18,13,8,3
John Brown,52799,25,14,10,14,7
Michael Brown,105350,11,20,14,11,6
John Wilson,106505,12,16,6,12,8
Anna Doe,117707,17,12,12,9,5
John Smith,49836,16,20,10,11,7
Laura Miller,88365,13,11,9,14,3
Sarah Smith,114743,11,10,5,13,5
Chris Brown,44741,18,12,8,13,5
Jane Brown,85501,21,10,6,11,8
Michael Miller,96369,12,14,12,14,6
Anna Davis,82698,21,12,12,15,8
Emily Doe,55536,12,15,8,13,4
Laura Taylor,113170,16,15,8,9,4
Chris Johnson,73272,15,20,11,10,8
Michael Taylor,114257,17,20,11,12,5
Sarah Williams,88439,10,20,10,13,4
Anna Johnson,50161,11,18,10,12,4
Sarah Wilson,95356,16,13,12,8,8
David Miller,47248,11,14,14,14,8
Michael Miller,69715,14,11,8,12,6
Michael Doe,102486,11,18,15,9,8
David Jones,113100,22,10,9,10,8
Michael Taylor,46961,10,15,14,10,7
Emily Miller,52904,19,11,15,15,4
Laura Williams,115857,23,12,10,14,3
Jane Miller,72633,19,20,5,14,8
Anna Johnson,88103,21,19,7,11,6
Anna Johnson,46966,25,11,11,10,7
Anna Johnson,82985,19,10,6,11,7
Laura Taylor,97636,12,15,11,10,5
Chris Doe,64948,11,18,12,10,6
Anna Taylor,107017,14,20,8,10,4
Chris Johnson,119913,20,13,9,8,8
John Brown,62578,23,20,13,9,4
Sarah Johnson,90710,20,12,7,10,4
Sarah Doe,81570,19,11,14,10,6
Chris Jones,66045,17,14,6,8,6
Laura Jones,115945,22,17,9,15,4
Chris Taylor,100933,23,12,6,9,5
Emily Taylor,62490,14,11,10,8,8
Alex Wilson,70845,14,11,5,14,7
Sarah Smith,50685,13,20,10,12,7
David Wilson,113466,16,19,13,11,3
Sarah Wilson,52778,10,15,8,11,5
David Brown,107999,16,13,6,14,6
Chris Williams,63746,19,15,6,14,4
David Johnson,113036,21,19,10,12,3
Jane Jones,65784,10,14,11,9,3
David Miller,51067,23,15,7,15,3
John Miller,111481,24,12,8,13,4
Jane Doe,48930,17,15,10,11,7
Alex Johnson,111900,19,20,11,14,6
John Wilson,109753,14,18,11,9,3
Emily Davis,100126,20,18,13,15,8
Anna Williams,85317,22,14,6,12,4
Chris Wilson,61066,16,14,14,9,7
Laura Doe,90816,21,16,9,8,4
Alex Doe,44688,21,16,10,11,3
Michael Williams,109341,20,14,5,9,3
John Doe,90475,11,10,6,15,5
Laura Smith,75169,21,11,9,13,3
Jane Williams,89237,19,19,11,10,3
David Davis,85096,24,16,14,14,4
Laura Smith,100172,23,10,15,12,5
