Name,BaseSalary,HRPercent,TRPercent,OtherPercent,PFPercent,ITPercent
Alex Davis,105095,18,20,15,9,8
Michael Brown,80754,13,15,6,12,6
David Doe,79403,20,18,11,9,3
Sarah Jones,78273,11,12,13,14,4
Emily Wilson,40623,17,10,7,11,7
Michael Davis,48161,23,13,5,13,4
David Miller,46996,13,19,13,9,3
Michael Davis,108924,21,17,5,9,7
Emily Doe,103615,19,17,6,12,8
Laura Doe,110020,14,12,15,9,4
Alex Miller,105280,25,13,11,15,6
Anna Davis,46872,10,17,9,14,4
David Smith,58123,18,17,6,9,5
Chris Davis,44023,21,12,5,14,8
John Williams,105317,13,12,13,14,8
Chris Wilson,103220,20,11,11,9,3
Emily Doe,59116,13,11,14,14,3
David Johnson,106353,15,18,6,12,3
Sarah Jones,76861,22,12,5,12,8
David Williams,83916,23,11,7,13,8
Laura Taylor,74383,24,11,14,11,4
Michael Williams,100097,21,16,11,9,5
Chris Smith,86791,24,16,7,10,7
John Davis,54399,10,10,12,12,6
Sarah Brown,85702,12,12,11,11,3
Jane Miller,44289,23,17,11,15,6
Laura Jones,104532,19,18,10,10,5
Michael Davis,51492,20,12,5,9,6
Emily Johnson,94161,19,15,7,12,5
Jane Miller,118390,19,13,12,15,5
Chris Wilson,82192,18,13,15,11,3
Laura Smith,74593,11,10,13,14,4
Chris Doe,78483,15,12,7,9,8
Laura Taylor,50782,13,19,12,10,4
Anna Taylor,43226,17,20,11,15,4
Laura Williams,118143,23,15,14,15,8
Laura Johnson,111631,14,10,11,15,8
Chris Taylor,84256,23,14,9,13,3
Michael Wilson,101191,23,12,10,14,4
David Smith,78101,11,10,9,15,8
Laura Wilson,43161,23,14,5,9,4
Alex Jones,65022,14,12,13,10,5
John Wilson,104888,18,13,7,15,8
Sarah Taylor,64465,20,19,7,13,5
Anna Smith,46412,13,17,13,13,6
Sarah Johnson,40632,19,18,13,9,5
David Williams,91882,15,14,5,15,4
John Wilson,99810,16,10,10,10,6
Anna Miller,74075,21,19,7,8,4
John Smith,89695,25,12,6,13,7
Chris Wilson,83945,15,20,10,8,3
John Miller,64569,20,16,12,13,4
David Brown,91045,13,12,15,8,5
Sarah Brown,49952,11,20,10,9,4
John Smith,105167,23,11,9,15,4
Jane Williams,64589,18,17,14,12,6
Jane Davis,110034,19,10,10,9,5
Chris Wilson,80137,11,15,12,9,3
Jane Wilson,56061,14,13,13,13,5
Emily Johnson,94834,15,20,10,10,4
Emily Smith,40757,21,19,11,10,4
David Doe,53578,25,18,8,10,6
Jane Brown,63868,12,20,11,8,4
Chris Smith,40514,12,17,15,8,4
Jane Johnson,105767,20,19,8,10,8
Laura Williams,98454,15,12,9,8,7
Chris Williams,51169,20,12,5,9,5
Michael Doe,67848,22,16,11,15,3
David Doe,113659,20,10,14,11,6
Laura Wilson,77680,21,18,11,13,6
Michael Davis,80277,23,18,8,11,5
Sarah Davis,114961,23,15,8,11,7
David Davis,83583,20,11,12,11,6
David Davis,66476,18,18,13,13,8
Chris Williams,79170,17,19,10,12,7
Jane Jones,86710,16,10,14,11,6
David Jones,47250,18,15,7,12,3
John Williams,66966,12,13,9,8,7
Anna Davis,71875,21,15,10,10,8
Anna Miller,112370,25,11,11,8,5
Emily Miller,44077,13,10,15,13,6
Chris Wilson,105389,12,15,12,14,5
Laura Johnson,42428,14,20,12,11,3
Emily Williams,52374,14,14,6,8,7
Chris Davis,49779,14,19,13,12,4
Emily Williams,56711,11,13,15,9,8
Alex Smith,42088,19,12,12,12,3
Emily Williams,116457,12,13,14,15,4
Chris Brown,63574,16,18,5,12,3
Michael Smith,57743,10,11,7,15,4
Emily Miller,53374,19,18,7,11,6
David Doe,46865,23,19,5,12,4
Chris Davis,105048,22,16,5,8,4
Anna Williams,67514,15,11,5,14,7
John Davis,95960,24,19,6,8,6
Michael Taylor,80410,16,13,6,10,3
Jane Taylor,48186,25,18,15,14,8
Alex Smith,110812,21,11,5,8,5
John Williams,44674,18,16,13,14,8
David Johnson,51655,23,13,12,8,7
Sarah Johnson,91450,15,14,12,13,7
Anna Williams,59854,16,17,7,15,4
Sarah Jones,57352,19,10,7,10,4
Anna Miller,42619,23,10,12,12,6
Chris Taylor,72514,25,20,7,8,3
Michael Smith,115645,16,18,14,9,3
Alex Smith,92388,11,16,13,15,7
Jane Smith,105331,21,12,7,10,3
Alex Smith,119749,24,13,12,15,8
John Wilson,69490,17,12,6,10,5
Michael Brown,59979,17,17,11,10,6
Emily Miller,87519,21,18,14,8,6
John Jones,116720,12,19,13,10,6
Jane Doe,77862,19,17,12,15,6
Michael Johnson,99584,19,15,6,11,3
Jane Davis,73966,20,13,9,9,3
Sarah Miller,103004,19,17,13,13,7
Jane Jones,96932,10,18,9,12,3
Emily Brown,90927,15,20,11,12,5
Chris Johnson,67622,11,17,7,11,4
Chris Williams,106562,16,18,10,12,8
Alex Davis,77694,16,14,14,14,7
Chris Jones,69323,17,14,15,15,8
Michael Wilson,54669,12,14,5,10,5
Laura Brown,107625,22,19,11,15,7
Sarah Smith,107080,25,16,10,11,7
Jane Brown,41586,20,12,15,9,3
Michael Brown,84981,24,10,5,10,4
Jane Wilson,86501,16,18,10,12,5
Alex Jones,91017,16,12,9,13,5
Michael Smith,54996,19,16,9,14,6
Laura Brown,77873,12,15,6,10,3
David Williams,69065,13,16,7,13,7
Laura Johnson,81051,21,18,12,9,7
John Davis,71475,10,18,6,9,5
David Taylor,105867,19,16,8,15,5
Laura Wilson,78435,15,19,12,10,4
David Smith,71676,10,11,11,9,7
John Jones,77387,14,11,10,10,7
Anna Davis,56901,17,16,8,9,3
Anna Doe,93525,24,17,9,9,8
Sarah Davis,73822,13,11,8,8,3
Anna Miller,51945,10,14,11,13,3
David Smith,81251,14,10,5,12,5
Anna Wilson,107801,18,17,9,13,5
Anna Williams,91054,12,12,5,15,7
Chris Davis,85454,24,13,12,8,7
Jane Taylor,81064,15,11,10,12,4
Sarah Doe,59510,18,17,9,8,5
Anna Brown,100724,17,17,14,8,4
Emily Brown,75926,21,15,14,13,6
Sarah Brown,115568,19,13,15,15,5
Michael Doe,78850,23,14,8,11,7
David Wilson,85493,10,13,5,8,6
Alex Wilson,63347,13,12,10,10,3
Chris Jones,107274,13,20,10,12,6
John Davis,111094,10,18,14,14,7
Laura Wilson,99102,24,10,11,11,7
Michael Doe,98554,25,19,15,14,6
Michael Williams,46658,17,12,15,13,3
Laura Jones,67469,17,11,12,10,6
John Johnson,45479,18,19,13,12,4
Michael Miller,102062,22,12,7,13,4
Jane Taylor,63830,22,11,8,11,6
John Jones,75540,14,18,7,14,7
Laura Smith,112621,23,19,14,14,7
David Taylor,90025,18,17,15,14,5
Sarah Wilson,102254,16,20,11,11,7
Jane Brown,95238,25,15,7,14,4
Michael Williams,62513,11,19,11,8,5
Sarah Taylor,112319,25,12,14,10,7
David Johnson,119604,23,11,14,15,6
Emily Taylor,42010,19,11,11,12,5
Emily Doe,72266,16,20,12,8,4
John Miller,65878,11,13,8,14,6
Emily Johnson,118656,13,16,9,9,6
Anna Taylor,84233,11,11,13,13,5
Sarah Brown,74840,15,12,12,8,8
David Brown,72713,16,18,9,9,6
Laura Williams,90226,15,19,5,8,7
Emily Taylor,61497,11,19,9,14,6
Chris Williams,54335,15,11,6,9,7
Jane Doe,62207,25,13,9,12,6
Michael Taylor,79969,22,18,8,9,3
David Johnson,87861,22,19,11,13,5
Alex Davis,73858,21,11,6,14,7
David Wilson,52695,15,20,8,11,6
Laura Miller,114854,24,17,6,10,7
Emily Brown,81386,13,14,15,13,7
David Johnson,40950,21,11,15,15,3
Laura Jones,99692,19,20,14,10,5
Anna Johnson,77153,12,11,8,14,3
Sarah Williams,78597,16,12,14,12,5
John Taylor,85142,15,14,10,12,5
Anna Williams,53267,16,17,10,15,3
Laura Taylor,78487,21,17,12,9,8
David Johnson,119265,13,16,12,14,7
Michael Davis,84716,23,18,10,11,7
Jane Smith,110218,19,12,6,8,8
Emily Davis,91874,13,14,12,14,3
Chris Miller,97066,23,19,7,9,5
Emily Smith,113970,13,20,10,11,4
Alex Brown,113131,17,17,12,8,3
Emily Miller,75669,20,12,13,10,6
Chris Johnson,100837,25,12,5,14,6
Michael Smith,44135,10,13,8,12,7
David Taylor,106054,21,11,15,10,7
David Davis,61693,16,17,7,9,7
Sarah Taylor,111007,16,14,12,13,5
Sarah Wilson,66011,25,15,14,15,5
John Doe,60021,19,13,7,15,7
Michael Brown,110889,14,12,10,12,8
Anna Wilson,104439,11,16,5,8,8
Alex Wilson,75260,18,12,8,9,6
Sarah Brown,95668,22,16,15,10,6
Alex Johnson,99795,22,16,14,15,7
Alex Johnson,107980,23,12,12,14,4
John Doe,97277,12,20,9,14,4
Laura Brown,71363,16,10,5,12,4
David Doe,47123,19,11,13,11,5
Laura Miller,50954,21,14,7,11,7
Jane Jones,96816,22,17,6,10,6
Michael Brown,63796,14,16,15,14,3
Jane Wilson,92768,14,18,7,11,4
Jane Taylor,65817,12,12,7,13,4
Alex Wilson,71215,17,13,13,8,4
Sarah Doe,53448,23,19,13,11,3
David Johnson,110006,15,19,15,13,5
Emily Williams,51688,15,11,11,9,8
Jane Williams,89452,23,20,8,15,3
Anna Johnson,68454,23,15,10,13,5
Sarah Taylor,82340,12,15,8,8,4
John Doe,42458,18,12,9,8,7
Chris Doe,63115,19,17,15,10,4
Laura Wilson,110401,15,16,6,9,7
John Brown,62152,16,10,9,10,7
David Jones,64905,19,19,15,11,6
Jane Taylor,91607,12,20,15,11,7
Alex Jones,45693,24,11,5,15,3
John Taylor,110528,25,19,8,8,3
Emily Wilson,111423,25,19,15,11,7
Chris Jones,108631,13,13,12,14,4
Alex Taylor,91530,23,20,12,10,8
Emily Brown,42114,16,13,15,8,7
Sarah Davis,74771,18,17,14,14,7
David Doe,81901,19,16,6,13,5
Chris Taylor,48449,10,13,5,12,8
Alex Smith,81890,16,19,14,15,6
Anna Jones,113310,12,16,6,9,5
Chris Davis,89176,24,12,13,13,5
Chris Miller,52991,24,10,9,15,8
Sarah Doe,41690,15,13,7,9,3
Alex Taylor,107783,13,18,15,9,4
John Johnson,69234,15,17,13,11,5
Alex Williams,100770,16,20,13,13,3
Chris Jones,47098,19,14,10,12,8
Emily Wilson,51542,18,17,8,12,5
Alex Taylor,65398,24,11,9,11,5
John Johnson,98830,23,17,5,15,6
Laura Smith,49561,21,15,11,11,7
Alex Doe,74706,15,13,14,15,7
Laura Brown,119036,10,16,5,12,3
David Brown,81490,15,14,10,13,8
Emily Brown,66511,24,11,6,11,8
David Davis,62022,24,12,15,15,8
David Wilson,115708,23,13,10,14,4
Sarah Miller,52384,19,11,12,9,5
Jane Davis,41666,10,14,7,13,8
Chris Jones,71562,13,12,15,8,6
Michael Taylor,59389,23,14,12,10,5
Emily Smith,100639,22,17,7,14,8
Chris Johnson,64982,22,17,6,9,7
Jane Doe,45124,21,15,14,9,6
Jane Taylor,107416,17,16,7,13,5
Michael Williams,102183,18,18,15,14,5
Sarah Taylor,78776,22,18,11,8,3
Chris Smith,53413,18,16,9,14,5
Emily Smith,83731,18,19,13,12,4
Michael Smith,95925,12,19,9,10,7
Michael Wilson,47993,22,10,12,13,6
John Wilson,45111,10,16,11,9,6
David Smith,117640,15,10,5,9,7
Jane Jones,75727,11,11,15,9,3
Laura Williams,79639,16,17,14,15,6
Sarah Jones,82186,20,12,15,11,7
Chris Doe,73081,24,14,9,12,7
Anna Miller,84108,19,16,10,13,8
Laura Doe,50365,18,12,5,10,4
John Miller,68056,10,14,6,8,5
Emily Davis,98857,22,17,11,15,8
Chris Davis,91568,14,15,11,10,6
Chris Wilson,59380,24,13,11,11,5
Laura Wilson,111388,13,16,15,13,3
Emily Jones,51379,16,10,9,8,3
Jane Taylor,109214,22,19,14,8,6
Anna Johnson,114202,16,13,13,8,8
Alex Jones,43121,15,11,14,9,5
Jane Doe,102602,10,19,10,9,3
Emily Wilson,66646,12,11,15,9,6
Chris Doe,65713,14,16,13,15,3
John Jones,51714,13,16,15,15,4
Anna Smith,49420,10,16,11,11,3
Michael Doe,50336,18,10,15,14,7
David Williams,87540,12,17,11,10,4
David Smith,119805,19,10,13,10,7
Chris Williams,97043,20,16,10,9,5
John Doe,103680,15,11,9,10,4
Emily Wilson,110156,20,19,7,8,8
Anna Taylor,79887,22,17,12,12,3
Alex Davis,96842,14,14,6,8,7
Alex Wilson,88431,10,12,8,12,3
Laura Williams,115212,16,16,5,12,5
Chris Smith,108255,17,12,11,11,5
David Doe,63713,16,15,12,13,8
Emily Miller,91693,23,15,9,9,6
Michael Taylor,96454,23,20,9,13,3
Sarah Jones,77163,25,19,11,10,6
John Taylor,57964,24,12,11,12,8
Michael Wilson,56947,18,18,6,9,5
Michael Doe,103684,22,15,5,9,8
Chris Wilson,65623,14,12,8,10,4
John Smith,53243,17,17,8,11,7
Alex Smith,56691,23,18,9,8,7
Chris Jones,45976,18,20,6,13,3
Emily Williams,43005,18,11,8,9,6
Laura Doe,102992,19,14,11,8,3
Michael Johnson,108297,18,19,10,13,6
Emily Taylor,103380,21,16,13,8,7
Anna Smith,97375,22,20,8,11,3
Chris Jones,116833,11,10,6,10,7
Laura Doe,93786,20,19,13,12,3
David Davis,70143,20,18,11,14,7
Michael Taylor,61693,16,10,13,8,7
Michael Davis,53416,15,15,6,8,5
Jane Smith,91658,22,18,6,14,8
Anna Wilson,91731,10,16,5,12,5
Michael Williams,110344,23,10,7,12,7
Chris Brown,65757,22,11,15,8,6
Jane Johnson,97333,22,18,13,12,7
Michael Wilson,54977,21,13,10,11,5
Chris Jones,107073,18,15,8,15,7
Alex Jones,43714,16,20,13,10,5
Alex Davis,87877,13,13,11,11,3
Alex Brown,109502,13,20,13,15,8
Jane Taylor,81067,19,18,12,13,7
Emily Miller,85248,25,13,8,9,6
Chris Johnson,74594,12,12,14,14,4
Jane Wilson,71980,15,10,8,15,7
Sarah Davis,67447,24,13,11,8,4
Laura Johnson,83227,24,14,8,9,3
Laura Doe,53954,16,13,6,10,4
Michael Taylor,108677,11,18,10,8,7
Anna Brown,80724,16,20,6,12,7
Sarah Miller,111565,12,13,14,12,4
Anna Miller,81330,13,20,8,11,6
John Taylor,66588,22,15,6,9,6
David Doe,44024,22,14,8,14,5
Sarah Davis,103852,11,10,15,12,7
Chris Davis,110148,11,18,15,13,8
Chris Smith,70273,20,16,6,13,8
Jane Davis,79900,21,15,14,15,4
Michael Taylor,99010,14,12,8,9,8
John Davis,47378,10,20,15,9,8
Anna Johnson,52835,25,17,15,13,4
Chris Taylor,89018,22,10,7,11,6
Jane Jones,81247,19,20,12,14,4
Emily Williams,97241,21,18,8,8,5
Michael Williams,85955,12,13,5,14,7
Anna Doe,84012,25,10,9,11,8
Laura Brown,101249,15,16,9,14,3
Emily Brown,56371,12,13,13,14,3
Jane Davis,47962,22,15,7,10,8
Anna Jones,118148,18,20,8,15,5
Sarah Johnson,48296,18,13,12,9,5
Anna Williams,79809,11,11,11,14,3
Sarah Jones,110697,21,14,12,14,3
Sarah Wilson,49282,20,15,15,12,4
Alex Williams,77904,19,16,13,13,3
Chris Smith,59361,12,11,8,12,4
Laura Jones,90661,19,15,5,8,3
Anna Smith,108313,24,20,7,11,4
Alex Johnson,101903,14,17,8,11,6
Sarah Miller,71296,10,20,12,13,7
Laura Davis,106528,24,15,12,12,8
Chris Doe,51389,17,10,10,10,7
Michael Williams,103404,11,20,11,13,5
Sarah Wilson,62107,24,18,5,12,4
John Johnson,67288,13,17,13,12,6
Emily Davis,103743,20,18,9,9,5
David Smith,41654,19,11,11,9,4
John Williams,71440,13,18,14,14,8
Alex Williams,62251,15,13,6,11,3
Anna Brown,81773,11,12,5,8,3
John Williams,63554,13,15,9,15,4
Alex Brown,116502,18,14,8,9,3
Alex Smith,61052,10,14,11,15,5
John Davis,86616,21,14,7,8,6
Michael Wilson,84058,16,10,8,14,3
David Jones,64091,15,14,7,8,6
David Doe,75625,15,11,11,15,5
Alex Miller,69582,11,14,10,8,6
Jane Williams,117165,18,16,9,10,8
Laura Smith,91198,10,20,14,8,6
Chris Davis,83051,16,13,10,15,3
Alex Miller,117486,20,17,8,9,7
Emily Wilson,68612,17,12,6,12,3
Jane Johnson,42092,19,19,9,9,5
Michael Johnson,61571,21,12,5,14,3
David Miller,100891,10,13,8,12,4
Michael Johnson,109834,18,10,9,15,8
Laura Johnson,49589,19,12,7,10,6
Sarah Taylor,80816,17,10,6,8,6
Laura Smith,91778,19,17,9,8,4
David Jones,88614,25,20,11,14,4
Sarah Davis,80497,19,12,5,14,5
Anna Smith,44252,10,20,9,12,5
Jane Smith,105619,16,19,11,10,5
Laura Smith,52065,15,15,5,11,5
Sarah Doe,100808,13,13,9,13,6
Michael Wilson,58891,22,18,12,12,7
Anna Brown,44931,10,16,9,11,4
Anna Johnson,90886,24,11,6,15,6
Laura Doe,68657,13,18,14,13,7
Sarah Brown,103161,24,13,15,10,4
Sarah Doe,68798,23,11,15,13,8
Sarah Williams,71132,23,12,7,12,5
John Johnson,48795,15,12,13,15,6
Chris Miller,116475,17,15,5,8,5
Chris Miller,66853,20,10,10,10,6
Anna Doe,65339,16,15,13,13,8
Anna Taylor,81519,14,15,10,12,8
David Davis,108260,18,13,14,10,6
Michael Doe,99404,20,10,14,11,3
Michael Smith,88646,18,12,6,9,3
Laura Davis,85771,23,14,15,12,3
Anna Miller,94825,15,20,6,11,6
Michael Williams,104262,14,12,14,13,6
Sarah Davis,114809,22,19,15,8,4
Laura Johnson,43061,13,18,12,13,6
Emily Williams,115811,18,16,15,13,8
Chris Taylor,83488,23,19,8,11,3
Alex Johnson,72312,22,12,8,12,6
Anna Miller,50424,13,20,11,11,6
Alex Taylor,73100,13,13,8,8,5
Jane Taylor,49719,11,10,9,14,5
Alex Johnson,105579,24,15,12,10,6
Laura Miller,107757,21,13,8,8,3
Anna Williams,110334,17,10,11,10,8
Laura Miller,118384,13,15,15,10,4
Laura Wilson,66356,24,18,11,10,7
John Miller,111512,25,19,7,9,8
Anna Smith,58043,16,14,8,10,6
Chris Doe,67607,12,10,6,15,5
Emily Brown,116585,25,15,15,10,6
Sarah Wilson,44894,14,17,7,15,6
Sarah Taylor,79788,15,17,5,15,4
Sarah Wilson,47625,12,10,6,14,6
Laura Williams,93043,19,10,15,13,5
John Taylor,40716,22,14,12,13,6
Sarah Johnson,108077,25,16,7,11,7
Chris Smith,97722,22,11,12,9,5
John Miller,76386,20,17,11,11,5
Alex Doe,90830,21,12,11,9,3
Anna Davis,56628,10,16,8,8,8
Sarah Williams,73798,10,10,10,8,7
Jane Davis,90638,16,12,7,15,5
Sarah Doe,59338,21,11,8,11,7
Jane Taylor,107075,10,11,14,11,3
David Taylor,86516,10,19,5,8,4
Jane Davis,79438,13,15,8,8,3
David Wilson,40968,20,10,8,15,5
Michael Davis,118815,14,17,15,11,4
Jane Smith,45670,18,17,6,14,4
Anna Smith,42313,10,17,6,10,8
Anna Taylor,112685,19,13,15,8,3
Anna Miller,58025,11,16,13,13,3
David Williams,86794,12,18,11,14,6
Michael Miller,86841,12,17,8,10,4
Anna Taylor,95657,10,20,11,10,6
David Brown,114456,11,12,10,14,8
John Johnson,97568,11,10,12,12,7
Alex Davis,98278,19,11,8,15,5
Laura Doe,63800,14,17,15,15,7
Michael Jones,49085,10,11,14,11,4
John Jones,79375,14,10,11,15,5
Anna Miller,56205,18,11,11,8,8
Emily Miller,109844,16,10,9,14,5
Jane Doe,57195,20,11,14,9,5
Alex Davis,42789,24,14,15,10,6
Michael Williams,112053,20,18,15,10,8
Anna Miller,85920,23,18,6,10,4
Laura Smith,55225,12,10,6,11,6
David Taylor,53914,17,19,12,12,3
Sarah Smith,79370,21,18,6,15,8
Jane Brown,43636,12,17,7,13,7
Laura Johnson,75984,16,10,12,15,6
Chris Taylor,65271,11,15,15,15,4
Michael Jones,92354,14,18,12,11,8
David Miller,57060,24,17,15,13,3
Alex Brown,98175,10,13,12,9,5
Laura Jones,46040,15,14,6,14,8
Anna Johnson,107348,19,18,11,13,8
Alex Taylor,69650,14,10,15,9,7
John Miller,76767,11,17,6,10,4
Emily Jones,116714,11,20,5,14,6
Jane Miller,69398,10,20,13,8,5
Emily Jones,114058,12,11,6,14,4
Anna Jones,81027,25,15,14,15,8
Chris Davis,97525,17,18,8,15,8
Chris Taylor,101390,22,12,10,13,5
Emily Wilson,118220,13,20,13,13,4
David Jones,67658,13,12,14,10,3
Michael Davis,65681,16,12,12,14,3
Michael Smith,78281,10,17,9,13,3
Alex Wilson,85608,15,11,11,13,4
John Doe,69404,22,14,9,13,3
Michael Brown,99606,10,11,15,15,5
David Jones,52122,10,19,15,15,8
Jane Johnson,98022,16,18,8,13,5
Anna Doe,49490,19,11,13,8,8
Chris Brown,97519,25,14,11,11,5
Laura Smith,72207,17,12,14,15,3
Chris Jones,58320,19,17,5,11,7
Michael Wilson,83576,24,15,8,8,6
Alex Davis,92142,14,19,9,14,8
Laura Williams,58108,25,16,15,11,4
David Doe,96646,11,15,7,12,4
Alex Williams,89156,16,17,13,12,5
Laura Jones,91378,24,15,11,8,5
John Doe,81342,25,10,7,11,8
Emily Davis,61444,11,18,12,15,4
John Johnson,113701,19,10,14,15,8
John Brown,72301,10,10,11,9,4
Jane Doe,71641,18,11,9,9,8
Anna Smith,48393,11,19,11,10,7
Sarah Smith,93195,23,15,15,14,5
Emily Smith,83826,25,14,6,9,5
Emily Doe,99140,24,13,12,10,7
David Jones,65853,13,11,13,11,5
Emily Miller,41743,22,19,11,9,5
Laura Jones,111405,23,12,8,15,5
Michael Miller,72662,11,19,15,15,5
Laura Jones,98498,11,10,12,15,5
Michael Johnson,81610,16,15,13,9,7
David Wilson,78074,19,15,13,14,4
Emily Johnson,114633,15,11,12,12,3
Chris Jones,83744,18,10,11,9,3
Alex Johnson,84108,10,17,14,15,3
Emily Smith,96585,18,18,7,11,4
Sarah Smith,65913,20,14,14,13,6
Sarah Smith,40460,11,18,5,14,5
Chris Johnson,47829,16,15,9,12,7
Chris Wilson,44676,17,14,14,15,8
Jane Wilson,99275,25,15,14,12,3
Anna Wilson,60901,15,16,9,13,8
Anna Davis,75290,17,13,6,12,5
Laura Brown,101507,25,13,5,12,6
Chris Taylor,51172,25,20,9,9,7
John Miller,111166,11,11,13,11,4
David Jones,105312,11,11,11,10,8
Chris Brown,74529,12,15,14,10,7
Sarah Wilson,97398,22,14,13,9,6
Anna Miller,47943,18,14,13,13,3
Jane Jones,113087,16,11,15,11,5
Alex Johnson,62653,15,18,14,12,7
Alex Jones,62263,14,13,8,14,8
Emily Doe,59452,22,13,8,12,6
Alex Brown,71888,13,10,7,10,6
Anna Miller,108592,24,16,5,9,5
Anna Taylor,48815,15,17,15,13,6
Anna Brown,115792,18,15,15,8,3
Michael Johnson,95718,24,17,6,14,6
Emily Williams,111428,22,12,9,14,4
Michael Taylor,64566,19,12,7,10,4
Laura Taylor,113687,24,18,11,11,6
Anna Wilson,86579,10,20,10,11,3
Jane Davis,93186,14,17,11,9,6
Alex Wilson,89508,17,13,6,13,3
Alex Wilson,60321,10,18,9,12,6
Sarah Miller,98675,15,12,8,13,8
Anna Wilson,112054,19,15,15,8,7
Sarah Smith,88709,21,11,15,8,3
Emily Taylor,64298,25,15,9,9,3
Michael Taylor,69063,14,18,6,10,4
Emily Doe,63503,14,18,8,10,3
Anna Johnson,44485,25,20,14,13,3
Alex Jones,56333,23,15,11,10,3
Alex Taylor,73100,13,11,5,9,8
Alex Brown,76785,13,15,11,13,4
Michael Johnson,41833,16,19,5,14,4
John Jones,75326,17,17,12,9,5
Alex Taylor,64108,16,14,13,15,8
John Brown,84768,15,20,13,14,6
Anna Williams,71482,16,20,15,8,4
Jane Johnson,95443,14,17,15,12,3
Sarah Jones,55540,19,13,10,12,5
Chris Williams,118793,20,16,9,11,5
Emily Doe,88332,21,17,15,8,5
Anna Smith,77294,14,12,15,10,7
Laura Doe,111509,21,10,12,12,7
David Smith,77040,23,13,9,15,8
Sarah Wilson,44796,19,10,14,9,4
John Wilson,106078,12,16,8,15,7
Laura Davis,115888,21,11,7,13,6
Anna Smith,78251,14,10,7,8,7
Chris Jones,93657,22,13,10,12,3
Anna Williams,99916,11,15,13,13,7
Chris Taylor,116902,24,10,9,12,8
Jane Smith,48929,12,14,8,13,5
